,status_group
2238,functional
2239,functional
2240,non functional
2241,functional
2242,functional
2243,functional
2244,functional needs repair
2245,non functional
2246,non functional
2247,functional
2248,non functional
2249,non functional
2250,functional
2251,functional
2252,functional
2253,functional
2254,non functional
2255,functional
2256,non functional
2257,non functional
2258,functional
2259,non functional
2260,non functional
2261,functional
2262,non functional
2263,functional
2264,functional
2265,non functional
2266,non functional
2267,functional
2268,functional
2269,functional
2270,non functional
2271,non functional
2272,non functional
2273,non functional
2274,non functional
2275,functional
2276,non functional
2277,non functional
2278,non functional
2279,non functional
2280,functional
2281,functional
2282,functional
2283,functional needs repair
2284,functional needs repair
2285,functional
2286,non functional
2287,functional
2288,functional needs repair
2289,functional
2290,functional
2291,functional
2292,functional
2293,non functional
2294,non functional
2295,functional
2296,functional
2297,non functional
2298,functional
2299,functional needs repair
2300,functional
2301,non functional
2302,functional
2303,non functional
2304,functional
2305,non functional
2306,functional
2307,non functional
2308,non functional
2309,functional
2310,non functional
2311,functional
2312,functional needs repair
2313,non functional
2314,non functional
2315,functional
2316,functional
2317,functional
2318,non functional
2319,functional
2320,functional
2321,functional needs repair
2322,non functional
2323,non functional
2324,functional
2325,non functional
2326,non functional
2327,functional
2328,non functional
2329,functional
2330,functional
2331,functional
2332,functional
2333,non functional
2334,functional
2335,functional
2336,non functional
2337,functional needs repair
2338,non functional
2339,non functional
2340,functional
2341,non functional
2342,functional
2343,non functional
2344,functional
2345,non functional
2346,non functional
2347,non functional
2348,functional
2349,functional
2350,functional
2351,functional
2352,functional
2353,functional
2354,non functional
2355,non functional
2356,non functional
2357,non functional
2358,functional
2359,non functional
2360,non functional
2361,functional needs repair
2362,non functional
2363,functional
2364,functional
2365,non functional
2366,functional
2367,non functional
2368,functional
2369,non functional
2370,functional
2371,functional
2372,functional
2373,functional needs repair
2374,functional
2375,functional needs repair
2376,functional
2377,non functional
2378,non functional
2379,non functional
2380,non functional
2381,non functional
2382,functional
2383,non functional
2384,non functional
2385,functional
2386,non functional
2387,non functional
2388,functional
2389,functional
2390,functional
2391,functional
2392,functional
2393,non functional
2394,functional
2395,non functional
2396,non functional
2397,non functional
2398,functional
2399,non functional
2400,functional
2401,non functional
2402,functional
2403,non functional
2404,functional
2405,functional
2406,functional
2407,non functional
2408,functional
2409,non functional
2410,non functional
2411,functional
2412,functional
2413,non functional
2414,functional needs repair
2415,non functional
2416,functional
2417,non functional
2418,non functional
2419,non functional
2420,non functional
2421,non functional
2422,functional needs repair
2423,functional
2424,functional needs repair
2425,functional
2426,functional needs repair
2427,functional
2428,non functional
2429,functional needs repair
2430,functional
2431,non functional
2432,functional
2433,functional
2434,functional
2435,functional
2436,non functional
2437,functional
2438,functional
2439,non functional
2440,functional
2441,functional
2442,functional
2443,non functional
2444,non functional
2445,non functional
2446,functional
2447,non functional
2448,functional
2449,functional needs repair
2450,functional
2451,functional
2452,functional needs repair
2453,non functional
2454,functional
2455,functional
2456,functional
2457,non functional
2458,non functional
2459,non functional
2460,non functional
2461,functional
2462,functional
2463,functional
2464,functional
2465,functional
2466,functional
2467,functional
2468,functional
2469,functional needs repair
2470,functional
2471,functional
2472,functional
2473,functional
2474,non functional
2475,functional needs repair
2476,non functional
2477,functional
2478,non functional
2479,functional
2480,non functional
2481,functional
